oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2160058368,41827,1270,262408,0,0,78.93,12.39
16442,customer_i2,4,3,3972349952,16948,3736,481169,0,0,79.36,12.02
16444,district_i1,4,2,14508032,412,7,1763,0,0,3.08,49.86
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1045831680,42442,516,89543,0,37605,85.61,12.92
16450,order_line_i1,4,3,53423398912,41827,38975,6482435,0,0,74.86,21.35
16452,orders_i1,4,3,5212053504,41827,3313,632923,0,0,74.16,19.52
16454,orders_i2,4,3,5181652992,41827,3242,629283,0,0,75.17,35.98
16456,stock_i1,4,3,5458657280,81517,2388,663951,0,0,74.23,17.7
16458,warehouse_i1,4,1,1384448,3,1,167,0,0,3.23,49.1
