oid,relname,relkind,size,size_pretty
16411,customer,r,43188699136,40 GB
16443,customer_i1,i,2081480704,1985 MB
16458,customer_i2,i,3983024128,3799 MB
16416,district,r,66707456,64 MB
16441,district_i1,i,12992512,12 MB
16419,history,r,9468444672,9030 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1156259840,1103 MB
16446,new_order_i1,i,1031364608,984 MB
16428,order_line,r,134337363968,125 GB
16445,order_line_i1,i,47723864064,44 GB
16431,orders,r,7895056384,7529 MB
16442,orders_i1,i,4684832768,4468 MB
16456,orders_i2,i,4760387584,4540 MB
16434,stock,r,82257715200,77 GB
16447,stock_i1,i,5510356992,5255 MB
16437,warehouse,r,24084480,23 MB
16440,warehouse_i1,i,1196032,1168 kB
