oid,relname,relkind,size,size_pretty
16410,customer,r,42716184576,40 GB
16439,customer_i1,i,1897897984,1810 MB
16455,customer_i2,i,3496091648,3334 MB
16415,district,r,465092608,444 MB
16441,district_i1,i,6840320,6680 kB
16418,history,r,9814827008,9360 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1215963136,1160 MB
16445,new_order_i1,i,1034747904,987 MB
16427,order_line,r,136128462848,127 GB
16447,order_line_i1,i,51790389248,48 GB
16430,orders,r,8351752192,7965 MB
16449,orders_i1,i,4939005952,4710 MB
16456,orders_i2,i,5108621312,4872 MB
16433,stock,r,78914486272,73 GB
16451,stock_i1,i,4706582528,4489 MB
16436,warehouse,r,224854016,214 MB
16453,warehouse_i1,i,704512,688 kB
