oid,relname,relkind,size,size_pretty
16410,customer,r,41780224000,39 GB
16439,customer_i1,i,1896767488,1809 MB
16455,customer_i2,i,3494887424,3333 MB
16415,district,r,280657920,268 MB
16441,district_i1,i,4841472,4728 kB
16418,history,r,9794969600,9341 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1238171648,1181 MB
16445,new_order_i1,i,1078616064,1029 MB
16427,order_line,r,133952782336,125 GB
16447,order_line_i1,i,51030941696,48 GB
16430,orders,r,8078712832,7704 MB
16449,orders_i1,i,4794810368,4573 MB
16456,orders_i2,i,4978663424,4748 MB
16433,stock,r,76499132416,71 GB
16451,stock_i1,i,4555603968,4345 MB
16436,warehouse,r,150781952,144 MB
16453,warehouse_i1,i,524288,512 kB
