oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2194997248,41827,1335,266608,0,0,77.69,13.77
16458,customer_i2,4,3,3898900480,16948,3602,472337,0,0,80.84,10.38
16447,district_i1,4,2,16818176,412,8,2044,0,0,2.7,49.56
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16445,new_order_i1,4,3,1011892224,42442,503,89412,0,33606,85.69,12.06
16446,order_line_i1,4,3,50413625344,41827,36465,6117541,0,0,73.7,21
16443,orders_i1,4,3,4863959040,41827,2993,590751,0,0,74.67,18.4
16456,orders_i2,4,3,4881588224,41827,3001,592895,0,0,74.84,34.97
16444,stock_i1,4,3,5455790080,81517,2386,663603,0,0,74.32,17.65
16441,warehouse_i1,4,1,1753088,3,1,210,0,2,2.63,49.52
