oid,relname,relkind,size,size_pretty
16411,customer,r,42888183808,40 GB
16442,customer_i1,i,2194997248,2093 MB
16458,customer_i2,i,3898900480,3718 MB
16416,district,r,89563136,85 MB
16447,district_i1,i,16818176,16 MB
16419,history,r,10007404544,9544 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1116897280,1065 MB
16445,new_order_i1,i,1012162560,965 MB
16428,order_line,r,136482217984,127 GB
16446,order_line_i1,i,50413625344,47 GB
16431,orders,r,7977091072,7608 MB
16443,orders_i1,i,4863959040,4639 MB
16456,orders_i2,i,4881588224,4655 MB
16434,stock,r,81150951424,76 GB
16444,stock_i1,i,5455790080,5203 MB
16437,warehouse,r,33046528,32 MB
16441,warehouse_i1,i,1777664,1736 kB
