oid,relname,relkind,size,size_pretty
16411,customer,r,43446845440,40 GB
16442,customer_i1,i,2236702720,2133 MB
16458,customer_i2,i,4047912960,3860 MB
16416,district,r,95215616,91 MB
16447,district_i1,i,12066816,12 MB
16419,history,r,9248530432,8820 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1178140672,1124 MB
16445,new_order_i1,i,1053310976,1005 MB
16428,order_line,r,132403011584,123 GB
16446,order_line_i1,i,47628541952,44 GB
16431,orders,r,7870193664,7506 MB
16443,orders_i1,i,4706541568,4489 MB
16456,orders_i2,i,4824702976,4601 MB
16434,stock,r,83227672576,78 GB
16444,stock_i1,i,5471985664,5218 MB
16437,warehouse,r,17801216,17 MB
16441,warehouse_i1,i,1220608,1192 kB
