oid,relname,relkind,size,size_pretty
16406,customer,r,43743363072,41 GB
16463,customer_i1,i,2288861184,2183 MB
16447,customer_i2,i,4714471424,4496 MB
16411,district,r,568565760,542 MB
16450,district_i1,i,44572672,43 MB
16416,history,r,10018922496,9555 MB
16421,item,r,11051008,11 MB
16453,item_i1,i,2260992,2208 kB
16426,new_order,r,1177976832,1123 MB
16448,new_order_i1,i,1339523072,1277 MB
16431,order_line,r,141922279424,132 GB
16452,order_line_i1,i,60859842560,57 GB
16436,orders,r,8529010688,8134 MB
16449,orders_i1,i,4997472256,4766 MB
16462,orders_i2,i,5515788288,5260 MB
16441,stock,r,84731142144,79 GB
16451,stock_i1,i,6316900352,6024 MB
16444,warehouse,r,160948224,153 MB
16454,warehouse_i1,i,4227072,4128 kB
