oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2249900032,41827,1368,273277,0,0,75.87,15.88
16442,customer_i2,4,3,3991764992,16948,3715,483560,0,0,79.04,12.46
16444,district_i1,4,2,19955712,412,12,2423,0,0,2.32,49.86
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1066016768,42442,580,87839,0,41709,85.6,12.44
16450,order_line_i1,4,3,54004916224,41827,39389,6553007,0,0,71.92,21.78
16452,orders_i1,4,3,5165694976,41827,3252,627325,0,0,74.98,18.33
16454,orders_i2,4,3,5183430656,41827,3230,629512,0,0,75.25,35.89
16456,stock_i1,4,3,5474779136,81517,2394,665913,0,0,74.02,17.94
16458,warehouse_i1,4,1,2121728,3,1,257,0,0,2.2,49.42
