oid,relname,relkind,size,size_pretty
16411,customer,r,43778850816,41 GB
16458,customer_i1,i,2316845056,2210 MB
16443,customer_i2,i,4256006144,4059 MB
16416,district,r,766574592,731 MB
16447,district_i1,i,15458304,15 MB
16419,history,r,9804595200,9350 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1109041152,1058 MB
16446,new_order_i1,i,990158848,944 MB
16428,order_line,r,137880150016,128 GB
16442,order_line_i1,i,52396933120,49 GB
16431,orders,r,8168079360,7790 MB
16441,orders_i1,i,4882907136,4657 MB
16456,orders_i2,i,4967374848,4737 MB
16434,stock,r,84183695360,78 GB
16445,stock_i1,i,5504114688,5249 MB
16437,warehouse,r,21856256,21 MB
16440,warehouse_i1,i,1531904,1496 kB
