oid,relname,relkind,size,size_pretty
16405,customer,r,43259936768,40 GB
16440,customer_i1,i,2276081664,2171 MB
16452,customer_i2,i,4178067456,3985 MB
16410,district,r,121077760,115 MB
16439,district_i1,i,15761408,15 MB
16413,history,r,9728573440,9278 MB
16416,item,r,10665984,10 MB
16435,item_i1,i,2260992,2208 kB
16419,new_order,r,1170677760,1116 MB
16441,new_order_i1,i,1015758848,969 MB
16422,order_line,r,136989327360,128 GB
16434,order_line_i1,i,52114849792,49 GB
16425,orders,r,8062214144,7689 MB
16438,orders_i1,i,4916092928,4688 MB
16450,orders_i2,i,4852695040,4628 MB
16428,stock,r,82519162880,77 GB
16436,stock_i1,i,5453373440,5201 MB
16431,warehouse,r,14958592,14 MB
16437,warehouse_i1,i,1245184,1216 kB
