oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2276081664,41827,1419,276422,0,0,74.95,16.84
16452,customer_i2,4,3,4178067456,16948,3909,506108,0,0,75.48,16.36
16439,district_i1,4,2,15761408,412,7,1916,0,0,2.86,49.95
16435,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16441,new_order_i1,4,3,1015488512,42442,533,81252,0,42175,85.28,11.57
16434,order_line_i1,4,3,52114849792,41827,37755,6323920,0,0,74.53,25.74
16438,orders_i1,4,3,4916092928,41827,3040,597068,0,0,71.65,21.66
16450,orders_i2,4,3,4852695040,41827,2998,589371,0,0,72.83,34.83
16436,stock_i1,4,3,5453373440,81517,2390,663304,0,0,74.29,17.62
16437,warehouse_i1,4,1,1220608,3,1,146,0,1,3.67,46.58
