oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2014412800,41827,1155,244744,0,0,86.33,6.07
16442,customer_i2,4,3,4012384256,16948,3804,485988,0,0,80.22,12.89
16444,district_i1,4,2,8003584,412,4,972,0,0,5.34,50.72
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1196974080,42442,642,79469,0,66003,85.05,7.1
16450,order_line_i1,4,3,48633618432,41827,34862,5901858,0,0,78.27,24.24
16452,orders_i1,4,3,4841242624,41827,2984,587987,0,0,68.91,24.02
16454,orders_i2,4,3,4965900288,41827,3091,603097,0,0,67.29,35.3
16456,stock_i1,4,3,5451128832,81517,2386,663034,0,0,74.3,17.58
16458,warehouse_i1,4,1,1122304,3,1,135,0,0,3.93,49.63
