datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
0,,0,0,0,126,261660,69819,63137,18,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2021-04-12 21:50:21.973676+00
14750,postgres,0,1434,0,1549,185797,375572,100362,12,313,12,0,0,0,0,,,0,0,18470.573,5704.697,0,328,0,0,0,2021-04-12 21:50:21.973641+00
16385,tpcc,6,128310758,0,214415143,38306214028,25474819576,9963663052,1722747024,1429707331,54149952,0,64,29493747712,0,,,0,0,4052892899.758,3718326373.108,0,1010,0,0,0,2021-04-12 21:50:22.566572+00
1,template1,0,758,0,828,102383,321449,46597,12,236,12,0,0,0,0,,,0,0,11388.388,325.58,0,132,0,0,0,2021-04-12 22:17:00.22692+00
14749,template0,0,210,0,486,3629,3380,1673,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2021-04-15 07:20:19.042768+00
