datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
0,,0,0,0,68,15966,5470,3513,18,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2021-04-12 21:50:21.973676+00
14750,postgres,0,660,0,769,114396,119426,62542,12,313,12,0,0,0,0,,,0,0,17350.325,4884.863,0,179,0,0,0,2021-04-12 21:50:21.973641+00
16385,tpcc,1,3431,0,65658451,65506481,1058215350,71810,998086202,462,103,0,64,29493747712,0,,,0,0,151657600.951,5534388.008,0,346,0,0,0,2021-04-12 21:50:22.566572+00
1,template1,0,490,0,738,87903,100666,43911,12,236,12,0,0,0,0,,,0,0,11388.388,325.58,0,132,0,0,0,2021-04-12 22:17:00.22692+00
14749,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
