datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,205,656849,188364,156486,18,0,0,0,0,0,0,,,0,0,2020-12-10 13:53:27.148842+00
13605,postgres,0,1033,0,2300,63468,261621,30326,12,402,12,0,0,0,0,,,0,0,2020-12-10 13:53:27.148789+00
16385,tpcc,2,141899224,1,162176677,31068779785,15979591984,11675788740,1799725283,1602929036,61691545,0,54,29493411840,0,,,0,0,2020-12-10 13:53:27.728554+00
1,template1,0,1096,0,2471,67870,276352,32887,12,402,12,0,0,0,0,,,0,0,2020-12-10 14:19:46.04189+00
13604,template0,0,228,0,475,6072,14811,2592,0,0,0,0,0,0,0,,,0,0,2020-12-13 16:10:02.285157+00
