oid,relname,relkind,size,size_pretty
16411,customer,r,43015872512,40 GB
16443,customer_i1,i,2263941120,2159 MB
16458,customer_i2,i,4047282176,3860 MB
16416,district,r,82001920,78 MB
16441,district_i1,i,21741568,21 MB
16419,history,r,9949888512,9489 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1193156608,1138 MB
16446,new_order_i1,i,1031864320,984 MB
16428,order_line,r,133021106176,124 GB
16445,order_line_i1,i,49273602048,46 GB
16431,orders,r,7984947200,7615 MB
16442,orders_i1,i,4714217472,4496 MB
16456,orders_i2,i,4849459200,4625 MB
16434,stock,r,81653243904,76 GB
16447,stock_i1,i,5492948992,5238 MB
16437,warehouse,r,18989056,18 MB
16440,warehouse_i1,i,2416640,2360 kB
