oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2102419456,41827,1212,255430,0,0,81.07,10
16442,customer_i2,4,3,3982925824,16948,3722,482474,0,0,79.15,12.26
16444,district_i1,4,2,13000704,412,7,1579,0,0,3.4,50.35
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1046241280,42442,595,85143,0,41976,85.32,11.62
16450,order_line_i1,4,3,51075457024,41827,36980,6197816,0,0,78.81,21.68
16452,orders_i1,4,3,4975058944,41827,3078,604228,0,0,73.06,19.79
16454,orders_i2,4,3,5023678464,41827,3090,610151,0,0,72.66,35.45
16456,stock_i1,4,3,5465964544,81517,2389,664842,0,0,74.11,17.81
16458,warehouse_i1,4,1,1228800,3,1,148,0,0,3.61,50.68
