oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1892982784,60000000,1440000000,76.07,0,0,0,187082180,9.88
16438,customer_i2,i,3494813696,60000000,2850378352,81.56,0,0,0,340404812,9.74
16424,district_i1,i,1630208,20000,320000,19.63,0,0,0,1201236,73.69
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,1136418816,18396059,441505416,38.85,1351999,32447976,2.86,572833604,50.41
16430,order_line_i1,i,64969465856,1649670185,41005286784,63.11,4598121,110372392,0.17,16271709856,25.05
16432,orders_i1,i,5428486144,155729595,3743707264,68.96,0,0,0,987249248,18.19
16439,orders_i2,i,6154625024,156107373,3746730432,60.88,1,24,0,1698123036,27.59
16434,stock_i1,i,4492353536,201416020,3222656320,71.74,294012,4704192,0.1,407336852,9.07
16436,warehouse_i1,i,204800,2000,32000,15.62,0,0,0,146964,71.76
16392,customer,r,40764850176,60000000,35270920342,86.52,1363181,811420039,1.99,3980231880,9.76
16398,district,r,56885248,20000,2289118,4.02,0,0,0,52118188,91.62
16401,history,r,12293742592,155292229,11069328772,90.04,0,0,0,49214224,0.4
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,1273044992,18390776,625286384,49.12,1324973,45049082,3.54,358668356,28.17
16410,order_line,r,164871233536,1552829618,132764379890,80.53,70941847,6097311582,3.7,11579686536,7.02
16413,orders,r,9866592256,155286407,8038111612,81.47,161339,8089078,0.08,143506780,1.45
16416,stock,r,73185165312,200000000,66181569810,90.43,6344827,2100157136,2.87,2880674844,3.94
16419,warehouse,r,28762112,2000,217526,0.76,0,0,0,27390320,95.23
