oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,2271551488,61293365,1471052296,64.76,290284,6968072,0.31,515779560,22.71
16452,customer_i2,i,4141604864,60000000,2850366152,68.82,0,0,0,976010596,23.57
16439,district_i1,i,13778944,20000,320000,2.32,0,0,0,13206292,95.84
16435,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16441,new_order_i1,i,993468416,19257988,462191712,46.52,542226,13013424,1.31,429044900,43.19
16434,order_line_i1,i,52278124544,1325722947,33031048696,63.18,1920439,46090536,0.09,13122408964,25.1
16438,orders_i1,i,4867350528,123900581,2984192680,61.31,0,0,0,1320328024,27.13
16450,orders_i2,i,4976861184,124531247,2989238008,60.06,0,0,0,1420548224,28.54
16436,stock_i1,i,5453930496,200006760,3200108160,58.68,45437,726992,0.01,1390835568,25.5
16437,warehouse_i1,i,1507328,2000,32000,2.12,0,0,0,1439444,95.5
16405,customer,r,43009458176,60000000,35200057994,81.84,5479668,3246000557,7.55,3818504220,8.88
16410,district,r,79273984,20000,2288397,2.89,0,0,0,73495644,92.71
16413,history,r,9795371008,123314473,8819242587,90.03,0,0,0,40230656,0.41
16416,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16419,new_order,r,1158643712,19231818,653881812,56.44,495552,16848768,1.45,250462052,21.62
16422,order_line,r,137356558336,1233087908,105280538766,76.65,76288173,6556661500,4.77,14265615528,10.39
16425,orders,r,8097366016,123314258,6373877780,78.72,329143,16457150,0.2,431692380,5.33
16428,stock,r,81681940480,200000000,66181713386,81.02,8111362,2687391704,3.29,10557071152,12.92
16431,warehouse,r,27516928,2000,218073,0.79,0,0,0,26176144,95.13
