oid,relname,relkind,size,size_pretty
16411,customer,r,43183071232,40 GB
16444,customer_i1,i,2244239360,2140 MB
16458,customer_i2,i,4039360512,3852 MB
16416,district,r,166551552,159 MB
16445,district_i1,i,21110784,20 MB
16419,history,r,9873465344,9416 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1191182336,1136 MB
16442,new_order_i1,i,997236736,951 MB
16428,order_line,r,132522852352,123 GB
16446,order_line_i1,i,49554677760,46 GB
16431,orders,r,7909785600,7543 MB
16447,orders_i1,i,4757659648,4537 MB
16456,orders_i2,i,4806483968,4584 MB
16434,stock,r,82263900160,77 GB
16443,stock_i1,i,5486886912,5233 MB
16437,warehouse,r,23044096,22 MB
16441,warehouse_i1,i,2097152,2048 kB
