oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2157920256,41827,1261,262156,0,0,80.68,12.31
16442,customer_i2,4,3,4006477824,16948,3794,485277,0,0,80.27,12.77
16444,district_i1,4,2,9584640,412,6,1163,0,0,4.51,49.7
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1170128896,42442,660,80017,0,62160,85.11,6.82
16450,order_line_i1,4,3,47521873920,41827,33975,5767034,0,0,79.99,22.6
16452,orders_i1,4,3,4697227264,41827,2849,570542,0,0,71.01,21.62
16454,orders_i2,4,3,4964302848,41827,3081,602912,0,0,67.32,35.3
16456,stock_i1,4,3,5456084992,81517,2391,663634,0,0,74.23,17.66
16458,warehouse_i1,4,1,1286144,3,1,155,0,0,3.46,50.32
