oid,relname,relkind,size,size_pretty
16410,customer,r,41984598016,39 GB
16439,customer_i1,i,1893122048,1805 MB
16455,customer_i2,i,3494936576,3333 MB
16415,district,r,353042432,337 MB
16441,district_i1,i,5865472,5728 kB
16418,history,r,10010140672,9546 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1210040320,1154 MB
16445,new_order_i1,i,1040531456,992 MB
16427,order_line,r,137281413120,128 GB
16447,order_line_i1,i,52504002560,49 GB
16430,orders,r,8405737472,8016 MB
16449,orders_i1,i,4949147648,4720 MB
16456,orders_i2,i,5175861248,4936 MB
16433,stock,r,76990447616,72 GB
16451,stock_i1,i,4547346432,4337 MB
16436,warehouse,r,121643008,116 MB
16453,warehouse_i1,i,385024,376 kB
