oid,relname,relkind,size,size_pretty
16411,customer,r,43318566912,40 GB
16447,customer_i1,i,2219802624,2117 MB
16458,customer_i2,i,4186873856,3993 MB
16416,district,r,608354304,580 MB
16441,district_i1,i,12238848,12 MB
16419,history,r,9243590656,8815 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1172398080,1118 MB
16440,new_order_i1,i,1087602688,1037 MB
16428,order_line,r,132243316736,123 GB
16443,order_line_i1,i,49611333632,46 GB
16431,orders,r,7875698688,7511 MB
16444,orders_i1,i,4787601408,4566 MB
16456,orders_i2,i,4821901312,4599 MB
16434,stock,r,82765537280,77 GB
16445,stock_i1,i,5434269696,5183 MB
16437,warehouse,r,36577280,35 MB
16442,warehouse_i1,i,770048,752 kB
