oid,relname,relkind,size,size_pretty
16411,customer,r,43243413504,40 GB
16443,customer_i1,i,2269036544,2164 MB
16458,customer_i2,i,3993518080,3809 MB
16416,district,r,112689152,107 MB
16441,district_i1,i,16211968,15 MB
16419,history,r,9650774016,9204 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1196187648,1141 MB
16446,new_order_i1,i,1011949568,965 MB
16428,order_line,r,135809687552,126 GB
16445,order_line_i1,i,48309977088,45 GB
16431,orders,r,8022827008,7651 MB
16442,orders_i1,i,4709269504,4491 MB
16456,orders_i2,i,4941725696,4713 MB
16434,stock,r,82397364224,77 GB
16447,stock_i1,i,5487075328,5233 MB
16437,warehouse,r,11812864,11 MB
16440,warehouse_i1,i,1490944,1456 kB
