oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2157887488,41827,1294,262119,0,0,79.01,12.3
16442,customer_i2,4,3,4026163200,16948,3786,487688,0,0,79.45,13.2
16444,district_i1,4,2,13312000,412,7,1617,0,0,3.33,49.47
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1093664768,42442,620,91085,0,41798,85.62,14.55
16450,order_line_i1,4,3,50578612224,41827,36469,6137677,0,0,78.5,23.2
16452,orders_i1,4,3,4993974272,41827,3143,606472,0,0,70.57,22.34
16454,orders_i2,4,3,5141184512,41827,3201,624384,0,0,68.75,35.81
16456,stock_i1,4,3,5477195776,81517,2403,666199,0,0,73.95,17.98
16458,warehouse_i1,4,1,1540096,3,1,186,0,0,2.93,49.46
