oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2168102912,41827,1288,263372,0,0,78.64,12.71
16442,customer_i2,4,3,3921969152,16948,3681,475074,0,0,80.37,10.89
16444,district_i1,4,2,18735104,412,9,2277,0,0,2.45,49.54
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,891305984,42442,527,85921,0,22353,85.49,11.62
16450,order_line_i1,4,3,53039251456,41827,38621,6435896,0,0,75.76,19.67
16452,orders_i1,4,3,5000208384,41827,3084,607292,0,0,76.63,14.89
16454,orders_i2,4,3,5289156608,41827,3278,642370,0,0,72.47,36.24
16456,stock_i1,4,3,5440831488,81517,2382,661781,0,0,74.49,17.43
16458,warehouse_i1,4,1,1843200,3,1,221,0,2,2.51,48.42
