oid,relname,relkind,size,size_pretty
16410,customer,r,41511288832,39 GB
16439,customer_i1,i,1893638144,1806 MB
16455,customer_i2,i,3494821888,3333 MB
16415,district,r,305438720,291 MB
16441,district_i1,i,4816896,4704 kB
16418,history,r,10036985856,9572 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1202315264,1147 MB
16445,new_order_i1,i,1064222720,1015 MB
16427,order_line,r,136376410112,127 GB
16447,order_line_i1,i,52015742976,48 GB
16430,orders,r,8288174080,7904 MB
16449,orders_i1,i,4835786752,4612 MB
16456,orders_i2,i,5135089664,4897 MB
16433,stock,r,75979948032,71 GB
16451,stock_i1,i,4502405120,4294 MB
16436,warehouse,r,21946368,21 MB
16453,warehouse_i1,i,385024,376 kB
