oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2226421760,41827,1366,270413,0,0,76.6,14.99
16442,customer_i2,4,3,3968122880,16948,3728,480661,0,0,79.45,11.93
16444,district_i1,4,2,14442496,412,7,1755,0,0,3.09,49.46
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,912039936,42442,532,78718,0,32082,85.04,9.87
16450,order_line_i1,4,3,51842646016,41827,37664,6290783,0,0,74.06,19.67
16452,orders_i1,4,3,4973133824,41827,3059,604012,0,0,76.14,16.18
16454,orders_i2,4,3,5125955584,41827,3181,622545,0,0,74.17,35.78
16456,stock_i1,4,3,5461696512,81517,2391,664319,0,0,74.17,17.74
16458,warehouse_i1,4,1,1245184,3,1,150,0,0,3.56,50
