oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16441,customer_i1,4,3,2258862080,41827,1385,274354,0,0,75.72,16.21
16458,customer_i2,4,3,4035198976,16948,3816,488761,0,0,78.36,13.39
16442,district_i1,4,2,21520384,412,12,2614,0,0,2.17,49.92
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16443,new_order_i1,4,3,954834944,42442,500,88690,0,27366,85.6,11.7
16445,order_line_i1,4,3,50318598144,41827,36409,6105997,0,0,73.05,20.03
16456,orders_i1,4,3,4828610560,41827,2925,586504,0,0,76.06,16.87
16446,orders_i2,4,3,4897955840,41827,3028,594866,0,0,75.42,35.15
16447,stock_i1,4,3,5492711424,81517,2407,668089,0,0,73.86,18.21
16444,warehouse_i1,4,1,2392064,3,1,286,0,4,2.01,49.65
