oid,relname,relkind,size,size_pretty
16411,customer,r,42907385856,40 GB
16441,customer_i1,i,2258862080,2154 MB
16458,customer_i2,i,4035198976,3848 MB
16416,district,r,801013760,764 MB
16442,district_i1,i,21520384,21 MB
16419,history,r,10118848512,9650 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1112940544,1061 MB
16443,new_order_i1,i,955088896,911 MB
16428,order_line,r,135154302976,126 GB
16445,order_line_i1,i,50318598144,47 GB
16431,orders,r,8004616192,7634 MB
16456,orders_i1,i,4828610560,4605 MB
16446,orders_i2,i,4897955840,4671 MB
16434,stock,r,81458774016,76 GB
16447,stock_i1,i,5492711424,5238 MB
16437,warehouse,r,378454016,361 MB
16444,warehouse_i1,i,2416640,2360 kB
