oid,relname,relkind,size,size_pretty
16411,customer,r,43504050176,41 GB
16442,customer_i1,i,2246287360,2142 MB
16458,customer_i2,i,4041310208,3854 MB
16416,district,r,124182528,118 MB
16447,district_i1,i,13475840,13 MB
16419,history,r,9562710016,9120 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1157505024,1104 MB
16445,new_order_i1,i,1068924928,1019 MB
16428,order_line,r,135254867968,126 GB
16446,order_line_i1,i,48399900672,45 GB
16431,orders,r,7995179008,7625 MB
16443,orders_i1,i,4733059072,4514 MB
16456,orders_i2,i,4910055424,4683 MB
16434,stock,r,83382722560,78 GB
16444,stock_i1,i,5462540288,5209 MB
16437,warehouse,r,18636800,18 MB
16441,warehouse_i1,i,1261568,1232 kB
