oid,relname,relkind,size,size_pretty
16406,customer,r,43002306560,40 GB
16442,customer_i1,i,1928413184,1839 MB
16452,customer_i2,i,3505364992,3343 MB
16411,district,r,614940672,586 MB
16440,district_i1,i,10338304,10096 kB
16414,history,r,10261839872,9786 MB
16417,item,r,10674176,10 MB
16435,item_i1,i,2260992,2208 kB
16420,new_order,r,1390444544,1326 MB
16438,new_order_i1,i,1189060608,1134 MB
16423,order_line,r,137689399296,128 GB
16437,order_line_i1,i,53948416000,50 GB
16426,orders,r,8670814208,8269 MB
16441,orders_i1,i,4947558400,4718 MB
16451,orders_i2,i,5329166336,5082 MB
16429,stock,r,80230285312,75 GB
16439,stock_i1,i,5405671424,5155 MB
16432,warehouse,r,298819584,285 MB
16436,warehouse_i1,i,819200,800 kB
