oid,relname,relkind,size,size_pretty
16411,customer,r,43000627200,40 GB
16444,customer_i1,i,2293022720,2187 MB
16458,customer_i2,i,4166656000,3974 MB
16416,district,r,701841408,669 MB
16447,district_i1,i,21626880,21 MB
16419,history,r,10204979200,9732 MB
16422,item,r,10665984,10 MB
16442,item_i1,i,2260992,2208 kB
16425,new_order,r,1223163904,1167 MB
16441,new_order_i1,i,1030750208,983 MB
16428,order_line,r,137587499008,128 GB
16440,order_line_i1,i,54376284160,51 GB
16431,orders,r,8303591424,7919 MB
16456,orders_i1,i,4979294208,4749 MB
16445,orders_i2,i,4983898112,4753 MB
16434,stock,r,81396121600,76 GB
16446,stock_i1,i,5495013376,5240 MB
16437,warehouse,r,27000832,26 MB
16443,warehouse_i1,i,2383872,2328 kB
