oid,relname,relkind,size,size_pretty
16411,customer,r,43651588096,41 GB
16444,customer_i1,i,2242297856,2138 MB
16458,customer_i2,i,4090994688,3901 MB
16416,district,r,99950592,95 MB
16442,district_i1,i,12894208,12 MB
16419,history,r,9531064320,9090 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1244504064,1187 MB
16446,new_order_i1,i,1058938880,1010 MB
16428,order_line,r,136105951232,127 GB
16447,order_line_i1,i,48645775360,45 GB
16431,orders,r,7971446784,7602 MB
16456,orders_i1,i,4733075456,4514 MB
16445,orders_i2,i,4900118528,4673 MB
16434,stock,r,83878133760,78 GB
16441,stock_i1,i,5483544576,5230 MB
16437,warehouse,r,20692992,20 MB
16443,warehouse_i1,i,1294336,1264 kB
