oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16444,customer_i1,4,3,2242297856,41827,1362,272355,0,0,76.06,15.59
16458,customer_i2,4,3,4090994688,16948,3847,495541,0,0,77.07,14.57
16442,district_i1,4,2,12894208,412,7,1566,0,0,3.43,49.68
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16446,new_order_i1,4,3,1058660352,42442,598,92075,0,36557,85.65,12.46
16447,order_line_i1,4,3,48645775360,41827,34900,5903304,0,0,77.68,22.02
16456,orders_i1,4,3,4733075456,41827,2868,574899,0,0,72.5,20.16
16445,orders_i2,4,3,4900118528,41827,3046,595112,0,0,70.22,35.11
16441,stock_i1,4,3,5483544576,81517,2400,666977,0,0,73.87,18.07
16443,warehouse_i1,4,1,1269760,3,1,152,0,1,3.52,47.37
