oid,relname,relkind,size,size_pretty
16411,customer,r,43607465984,41 GB
16440,customer_i1,i,2081308672,1985 MB
16442,customer_i2,i,4051140608,3863 MB
16416,district,r,79503360,76 MB
16444,district_i1,i,11771904,11 MB
16419,history,r,10036920320,9572 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1217757184,1161 MB
16448,new_order_i1,i,1079230464,1029 MB
16428,order_line,r,143379816448,134 GB
16450,order_line_i1,i,51246252032,48 GB
16431,orders,r,8051073024,7678 MB
16452,orders_i1,i,5034614784,4801 MB
16454,orders_i2,i,4910284800,4683 MB
16434,stock,r,83207544832,77 GB
16456,stock_i1,i,5470830592,5217 MB
16437,warehouse,r,23846912,23 MB
16458,warehouse_i1,i,1105920,1080 kB
