oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2081308672,41827,1188,252877,0,0,81.89,9.09
16442,customer_i2,4,3,4051140608,16948,3808,490715,0,0,77.83,13.73
16444,district_i1,4,2,11771904,412,7,1429,0,0,3.73,50.31
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1078943744,42442,611,80260,0,50835,85.07,12.06
16450,order_line_i1,4,3,51246252032,41827,37084,6218561,0,0,76.97,21.95
16452,orders_i1,4,3,5034614784,41827,3118,611458,0,0,72.5,20.7
16454,orders_i2,4,3,4910284800,41827,3033,596366,0,0,74.72,35.16
16456,stock_i1,4,3,5470830592,81517,2403,665422,0,0,74.04,17.88
16458,warehouse_i1,4,1,1105920,3,1,133,0,0,3.98,47.37
