oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2078523392,41827,1186,252539,0,0,82.83,8.97
16442,customer_i2,4,3,4108910592,16948,3850,497725,0,0,77.54,14.95
16444,district_i1,4,2,14639104,412,7,1779,0,0,3.05,49.92
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1117093888,42442,617,89117,0,46629,85.6,12.34
16450,order_line_i1,4,4,135039877120,10181229,106029,16378330,0,0,68.82,26.21
16452,orders_i1,4,3,11867987968,41827,7371,1441357,0,0,76.07,15.65
16454,orders_i2,4,3,12823592960,41827,7812,1557567,0,0,70.59,45.26
16456,stock_i1,4,3,5483397120,81517,2402,666957,0,0,73.88,18.07
16458,warehouse_i1,4,1,1269760,3,1,153,0,0,3.5,46.41
