oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2024374272,41827,1162,245953,0,0,85.96,6.53
16442,customer_i2,4,3,4024016896,16948,3794,487418,0,0,80.05,13.15
16444,district_i1,4,2,6414336,412,4,778,0,0,6.61,49.1
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1201037312,42442,665,81679,0,64266,85.28,7.13
16450,order_line_i1,4,3,48802267136,41827,35006,5922301,0,0,77.8,24.69
16452,orders_i1,4,3,4886511616,41827,3008,593489,0,0,69.6,24.85
16454,orders_i2,4,3,4949082112,41827,3032,601103,0,0,69.04,35.16
16456,stock_i1,4,3,5451939840,81517,2392,663127,0,0,75.41,17.6
16458,warehouse_i1,4,1,974848,3,1,117,0,0,4.49,52.14
