oid,relname,relkind,size,size_pretty
16411,customer,r,43734876160,41 GB
16443,customer_i1,i,2302345216,2196 MB
16458,customer_i2,i,4117831680,3927 MB
16416,district,r,793624576,757 MB
16441,district_i1,i,18145280,17 MB
16419,history,r,9630932992,9185 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1158479872,1105 MB
16446,new_order_i1,i,979304448,934 MB
16428,order_line,r,129978335232,121 GB
16445,order_line_i1,i,48497680384,45 GB
16431,orders,r,7962378240,7594 MB
16442,orders_i1,i,4707672064,4490 MB
16456,orders_i2,i,4793286656,4571 MB
16434,stock,r,84165443584,78 GB
16447,stock_i1,i,5497700352,5243 MB
16437,warehouse,r,29687808,28 MB
16440,warehouse_i1,i,1531904,1496 kB
