relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.173062+00,,,,1,0,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.197396+00,,,,1,0,0,0
16404,public,customer,2,120000000,0,0,60000000,0,0,0,60000000,0,0,2020-11-11 10:39:34.922326+00,,2020-11-11 10:29:13.344614+00,,1,0,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.200501+00,,2020-11-11 10:29:12.997086+00,,3,0,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-11 10:29:25.17919+00,,2020-11-11 10:29:12.990127+00,,1,0,1,0
3079,pg_catalog,pg_extension,240,450,29,7,2,4,0,4,3,0,0,2020-11-11 10:29:25.189689+00,,2020-11-11 10:29:12.99483+00,,1,0,1,0
2830,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.195774+00,,,,1,0,0,0
826,pg_catalog,pg_default_acl,0,0,4,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.199675+00,,2020-11-11 10:29:12.996541+00,,1,0,1,0
3501,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.200289+00,,2020-11-11 10:29:12.996958+00,,1,0,1,0
2224,pg_catalog,pg_sequence,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.195129+00,,2020-11-11 10:29:12.99609+00,,1,0,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.18634+00,,,,1,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.18054+00,,,,1,0,0,0
3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.193877+00,,2020-11-11 10:29:12.99715+00,,1,0,1,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.196901+00,,2020-11-11 10:29:12.996393+00,,1,0,1,0
2616,pg_catalog,pg_opclass,8,8,1253,13833,0,0,0,0,128,0,0,2020-11-11 10:29:25.180559+00,,2020-11-11 10:29:12.991487+00,,1,0,1,0
16431,public,warehouse,1,2000,0,0,2000,0,0,0,2000,0,0,2020-11-11 10:29:25.168953+00,,2020-11-11 10:29:12.983978+00,,1,0,1,0
16410,public,district,1,20000,0,0,20000,0,0,0,20000,0,0,2020-11-11 10:29:25.170897+00,,2020-11-11 10:29:13.044561+00,,1,0,1,0
2600,pg_catalog,pg_aggregate,0,0,1420,1420,0,0,0,0,138,0,0,2020-11-11 10:29:25.181614+00,,2020-11-11 10:29:12.990668+00,,1,0,1,0
1247,pg_catalog,pg_type,0,0,5880,5752,21,19,0,17,421,0,0,2020-11-11 10:29:25.172478+00,,2020-11-11 10:29:12.988568+00,,1,0,1,0
13289,pg_toast,pg_toast_13287,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.194578+00,,,,1,0,0,0
4181,pg_toast,pg_toast_6000,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.196588+00,,,,3,0,0,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.197404+00,,2020-11-11 10:29:12.996455+00,,1,0,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,2020-11-11 10:29:25.192005+00,,,,1,0,0,0
