relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427391+00,2021-04-25 00:00:28.903438+00,,,1,2,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427439+00,2021-04-25 00:00:28.75255+00,,,1,2,0,0
13301,pg_toast,pg_toast_13299,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427458+00,2021-04-25 00:00:29.021159+00,,,1,2,0,0
16418,public,item,3,200000,842882273,842041137,100000,0,0,0,99900,0,0,0,2021-04-21 16:18:32.449254+00,2021-04-25 00:00:04.281937+00,2021-04-21 16:18:18.74812+00,,1,2,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.42554+00,2021-04-25 00:00:28.490952+00,2021-04-21 16:18:18.667835+00,,3,4,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,0,2021-04-21 16:18:32.427487+00,2021-04-25 00:00:28.348145+00,2021-04-21 16:18:18.675197+00,,1,2,1,0
3079,pg_catalog,pg_extension,0,0,18,12,3,6,0,6,4,0,4,0,2021-04-21 16:18:32.426035+00,2021-04-25 00:00:28.398982+00,2021-04-21 16:18:18.668973+00,,1,2,1,0
2830,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426825+00,2021-04-25 00:00:28.666904+00,,,1,2,0,0
13289,information_schema,sql_implementation_info,0,0,,,0,0,0,0,12,0,0,0,2021-04-21 16:18:32.426481+00,2021-04-25 00:00:28.596671+00,2021-04-21 16:18:18.669562+00,,1,2,1,0
16430,public,stock,4,400000000,2571640778,3956719897,200000000,841999738,0,821637660,200019399,27108193,377030992,0,2021-04-21 16:33:42.680476+00,,2021-04-21 16:18:19.167577+00,2021-04-24 23:00:29.727924+00,1,0,1,17
3501,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426548+00,2021-04-25 00:00:28.213215+00,2021-04-21 16:18:18.667967+00,,1,2,1,0
826,pg_catalog,pg_default_acl,0,0,8,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425736+00,2021-04-25 00:00:28.454871+00,2021-04-21 16:18:18.668485+00,,1,2,1,0
2224,pg_catalog,pg_sequence,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426002+00,2021-04-25 00:00:28.550491+00,2021-04-21 16:18:18.666618+00,,1,2,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427615+00,2021-04-25 00:00:28.784387+00,,,1,2,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427393+00,2021-04-25 00:00:28.773773+00,,,1,2,0,0
3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426368+00,2021-04-25 00:00:27.871266+00,2021-04-21 16:18:18.668439+00,,1,2,1,0
2616,pg_catalog,pg_opclass,296,296,7091622,7254452,0,0,0,0,130,0,0,0,2021-04-21 16:18:32.426187+00,2021-04-25 00:00:28.054893+00,2021-04-21 16:18:18.669617+00,,1,2,1,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426493+00,2021-04-25 00:00:28.421498+00,2021-04-21 16:18:18.668794+00,,1,2,1,0
2600,pg_catalog,pg_aggregate,0,0,2042,2042,0,0,0,0,138,0,0,0,2021-04-21 16:18:32.426515+00,2021-04-25 00:00:28.127148+00,2021-04-21 16:18:18.670282+00,,1,2,1,0
1247,pg_catalog,pg_type,0,0,10646765,10644014,23,19,2,19,432,0,0,0,2021-04-21 16:18:32.426297+00,2021-04-25 00:00:27.860333+00,2021-04-21 16:18:18.672926+00,,1,2,1,0
4181,pg_toast,pg_toast_6000,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426219+00,2021-04-25 00:00:28.956607+00,,,3,4,0,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426636+00,2021-04-25 00:00:28.432566+00,2021-04-21 16:18:18.668717+00,,1,2,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426863+00,2021-04-25 00:00:28.731208+00,,,1,2,0,0
6104,pg_catalog,pg_publication,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427529+00,2021-04-25 00:00:28.561482+00,2021-04-21 16:18:18.666604+00,,1,2,1,0
3601,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,1,0,0,0,2021-04-21 16:18:32.427518+00,2021-04-25 00:00:28.373784+00,2021-04-21 16:18:18.669335+00,,1,2,1,0
13284,information_schema,sql_features,0,0,,,0,0,0,0,712,0,0,0,2021-04-21 16:18:32.42705+00,2021-04-25 00:00:28.634738+00,2021-04-21 16:18:18.674334+00,,1,2,1,0
2964,pg_catalog,pg_db_role_setting,0,0,7087452,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.42559+00,2021-04-25 00:00:28.273727+00,2021-04-21 16:18:18.668391+00,,3,4,3,0
2613,pg_catalog,pg_largeobject,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425997+00,2021-04-25 00:00:27.905069+00,2021-04-21 16:18:18.667938+00,,1,2,1,0
2328,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426523+00,2021-04-25 00:00:28.410188+00,2021-04-21 16:18:18.668673+00,,1,2,1,0
13294,information_schema,sql_parts,0,0,,,0,0,0,0,10,0,0,0,2021-04-21 16:18:32.426747+00,2021-04-25 00:00:28.608601+00,2021-04-21 16:18:18.669297+00,,1,2,1,0
2753,pg_catalog,pg_opfamily,0,0,0,0,0,0,0,0,109,0,0,0,2021-04-21 16:18:32.427907+00,2021-04-25 00:00:28.043035+00,2021-04-21 16:18:18.669344+00,,1,2,1,0
2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,3,0,0,0,2021-04-21 16:18:32.425718+00,2021-04-25 00:00:28.324011+00,2021-04-21 16:18:18.67508+00,,3,4,3,0
4173,pg_toast,pg_toast_1418,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426935+00,2021-04-25 00:00:28.914012+00,,,1,2,0,0
2606,pg_catalog,pg_constraint,0,0,21,0,10,0,0,0,12,0,0,0,2021-04-21 16:18:32.425968+00,2021-04-25 00:00:27.992803+00,2021-04-21 16:18:18.670193+00,,1,2,1,0
3602,pg_catalog,pg_ts_config,0,0,7079464,7079464,0,0,0,0,23,0,0,0,2021-04-21 16:18:32.426896+00,2021-04-25 00:00:28.335473+00,2021-04-21 16:18:18.675508+00,,1,2,1,0
3394,pg_catalog,pg_init_privs,0,0,56,13,13,11,2,11,187,0,18,0,2021-04-21 16:18:32.426154+00,2021-04-25 00:00:28.467748+00,2021-04-21 16:18:18.669423+00,,1,2,1,0
2602,pg_catalog,pg_amop,0,0,7098170,7108131,0,0,0,0,723,0,0,0,2021-04-21 16:18:32.427435+00,2021-04-25 00:00:28.079813+00,2021-04-21 16:18:18.675642+00,,1,2,1,0
2838,pg_toast,pg_toast_2618,0,0,9,19,2,0,0,0,267,0,2,0,2021-04-21 16:18:32.426445+00,2021-04-25 00:00:28.839441+00,,,1,2,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427486+00,2021-04-25 00:00:28.805667+00,,,1,2,0,0
2615,pg_catalog,pg_namespace,8,32,3542815,3542295,0,0,0,0,4,0,0,0,2021-04-21 16:18:32.426455+00,2021-04-25 00:00:28.224843+00,2021-04-21 16:18:18.674806+00,,1,2,1,0
2840,pg_toast,pg_toast_2619,0,0,630622,1331324,4596,0,4530,0,120,48,9126,42,2021-04-21 16:18:32.428418+00,2021-04-25 00:00:09.718881+00,,,1,106,0,0
3598,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426516+00,2021-04-25 00:00:28.850065+00,,,1,2,0,0
2966,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425768+00,2021-04-25 00:00:28.945903+00,,,3,4,0,0
3541,pg_catalog,pg_range,0,0,300,0,0,0,0,0,6,0,0,0,2021-04-21 16:18:32.427504+00,2021-04-25 00:00:28.528889+00,2021-04-21 16:18:18.675091+00,,1,2,1,0
1214,pg_catalog,pg_shdepend,0,0,100,62,16,0,0,0,25,0,0,0,2021-04-21 16:18:32.425605+00,2021-04-25 00:00:28.311517+00,2021-04-21 16:18:18.668833+00,,3,4,3,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,0,2021-04-21 16:18:32.427436+00,2021-04-25 00:00:28.360947+00,2021-04-21 16:18:18.675453+00,,1,2,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,0,2021-04-21 16:18:32.428156+00,2021-04-25 00:00:28.386207+00,2021-04-21 16:18:18.67546+00,,1,2,1,0
2610,pg_catalog,pg_index,1037,1201,11059360,11067566,11,0,0,0,165,0,0,0,2021-04-21 16:18:32.425222+00,2021-04-25 00:00:28.015667+00,2021-04-21 16:18:18.670034+00,,1,2,1,0
1255,pg_catalog,pg_proc,0,0,10648621,10670688,22,36,2,18,3024,0,38,0,2021-04-21 16:18:32.431828+00,2021-04-25 00:00:27.952289+00,2021-04-21 16:18:18.685009+00,,1,2,1,0
1262,pg_catalog,pg_database,2036,6332,5315404,5315402,1,0,0,0,4,0,0,0,2021-04-21 16:18:32.425192+00,2021-04-25 00:00:28.263517+00,2021-04-21 16:18:18.669697+00,,3,4,3,0
1259,pg_catalog,pg_class,1773588,2430243,51027986,51025115,23,16,1,16,408,0,0,0,2021-04-21 16:18:32.42568+00,2021-04-25 00:00:27.965068+00,2021-04-21 16:18:18.671664+00,,1,2,1,0
1213,pg_catalog,pg_tablespace,2,4,921,921,0,0,0,0,2,0,0,0,2021-04-21 16:18:32.425622+00,2021-04-25 00:00:28.286101+00,2021-04-21 16:18:18.669478+00,,3,4,3,0
3430,pg_toast,pg_toast_3429,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426844+00,2021-04-25 00:00:28.871536+00,,,1,2,0,0
2617,pg_catalog,pg_operator,0,0,21545,92165,0,0,0,0,784,0,0,0,2021-04-21 16:18:32.427288+00,2021-04-25 00:00:28.029245+00,2021-04-21 16:18:18.670178+00,,1,2,1,0
2603,pg_catalog,pg_amproc,296,1036,7448169,23386494,0,0,0,0,483,0,0,0,2021-04-21 16:18:32.427688+00,2021-04-25 00:00:28.09189+00,2021-04-21 16:18:18.675444+00,,1,2,1,0
16415,public,history,1,60000000,,,144300238,0,0,0,144032719,0,2068215,15395511,2021-04-21 16:20:01.10658+00,2021-04-24 23:37:14.172616+00,2021-04-21 16:18:31.869546+00,2021-04-24 23:56:40.166841+00,1,3,1,7
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.428173+00,2021-04-25 00:00:28.882196+00,,,1,2,0,0
3429,pg_catalog,pg_statistic_ext_data,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425705+00,2021-04-25 00:00:27.894111+00,2021-04-21 16:18:18.668445+00,,1,2,1,0
2609,pg_catalog,pg_description,0,0,10,1,3,1,0,1,4718,0,2,0,2021-04-21 16:18:32.426023+00,2021-04-25 00:00:28.188479+00,2021-04-21 16:18:18.673917+00,,1,2,1,0
3576,pg_catalog,pg_transform,0,0,22,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426105+00,2021-04-25 00:00:28.539843+00,2021-04-21 16:18:18.666268+00,,1,2,1,0
2601,pg_catalog,pg_am,5311912,5311912,0,0,0,0,0,0,7,0,0,0,2021-04-21 16:18:32.427929+00,2021-04-25 00:00:28.067164+00,2021-04-21 16:18:18.675482+00,,1,2,1,0
16409,pg_toast,pg_toast_16406,1,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:27:22.828479+00,2021-04-25 00:00:28.645556+00,,,1,2,0,0
4167,pg_toast,pg_toast_3256,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427473+00,2021-04-25 00:00:28.816273+00,,,1,2,0,0
1249,pg_catalog,pg_attribute,1628,7696,50280592,208299443,240,0,23,0,2985,0,0,0,2021-04-21 16:18:32.428265+00,2021-04-25 00:00:27.939458+00,2021-04-21 16:18:18.679577+00,,1,2,1,0
2611,pg_catalog,pg_inherits,0,0,1,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425594+00,2021-04-25 00:00:28.0041+00,2021-04-21 16:18:18.667825+00,,1,2,1,0
3381,pg_catalog,pg_statistic_ext,0,0,387088,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426042+00,2021-04-25 00:00:28.13854+00,2021-04-21 16:18:18.668795+00,,1,2,1,0
4163,pg_toast,pg_toast_2615,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427416+00,2021-04-25 00:00:28.795028+00,,,1,2,0,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426738+00,2021-04-25 00:00:28.698996+00,,,1,2,0,0
2607,pg_catalog,pg_conversion,0,0,0,0,0,0,0,0,128,0,0,0,2021-04-21 16:18:32.428391+00,2021-04-25 00:00:28.238781+00,2021-04-21 16:18:18.675789+00,,1,2,1,0
2832,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426902+00,2021-04-25 00:00:28.688439+00,,,1,2,0,0
4161,pg_toast,pg_toast_3456,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.428858+00,2021-04-25 00:00:28.677533+00,,,1,2,0,0
2834,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426933+00,2021-04-25 00:00:28.709749+00,,,1,2,0,0
13296,pg_toast,pg_toast_13294,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427545+00,2021-04-25 00:00:29.010046+00,,,1,2,0,0
2836,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.432475+00,2021-04-25 00:00:28.826886+00,,,1,2,0,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426208+00,2021-04-25 00:00:27.916238+00,2021-04-21 16:18:18.668461+00,,1,2,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427424+00,2021-04-25 00:00:28.572449+00,2021-04-21 16:18:18.666063+00,,1,2,1,0
2846,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425909+00,2021-04-25 00:00:28.967393+00,,,3,4,0,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425499+00,2021-04-25 00:00:28.44363+00,2021-04-21 16:18:18.667632+00,,3,4,3,0
13299,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,0,2021-04-21 16:18:32.42638+00,2021-04-25 00:00:28.621295+00,2021-04-21 16:18:18.675991+00,,1,2,1,0
13291,pg_toast,pg_toast_13289,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427398+00,2021-04-25 00:00:29.042816+00,,,1,2,0,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427494+00,2021-04-25 00:00:28.720437+00,,,1,2,0,0
3456,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,779,0,0,0,2021-04-21 16:18:32.428146+00,2021-04-25 00:00:28.505836+00,2021-04-21 16:18:18.671741+00,,1,2,1,0
2605,pg_catalog,pg_cast,0,0,88844,18190,0,0,0,0,224,0,0,0,2021-04-21 16:18:32.427755+00,2021-04-25 00:00:28.200867+00,2021-04-21 16:18:18.669337+00,,1,2,1,0
2619,pg_catalog,pg_statistic,0,0,1985161,1984736,92,7196,0,5497,494,130,7288,0,2021-04-21 16:18:32.428011+00,2021-04-24 23:59:16.458212+00,,,1,55,0,0
16421,public,new_order,4,36000000,168449960,168241418,102286803,0,83331352,0,18992370,3444906,1524479,3014965,2021-04-21 16:18:34.718478+00,2021-04-24 23:55:17.923677+00,2021-04-21 16:18:18.907556+00,2021-04-24 23:59:11.212287+00,1,17,1,44
16412,public,district,9045113,145517960000,169734574,170072908,20000,168587082,0,162202335,20000,0,0,0,2021-04-21 16:18:32.432731+00,2021-04-25 00:00:29.189223+00,2021-04-21 16:18:18.744345+00,2021-04-25 00:00:29.32291+00,1,318,1,291
4183,pg_toast,pg_toast_6100,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.42639+00,2021-04-25 00:00:28.988724+00,,,3,4,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425923+00,2021-04-25 00:00:28.115288+00,2021-04-21 16:18:18.668257+00,,1,2,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425691+00,2021-04-25 00:00:28.935327+00,,,3,4,0,0
3350,pg_catalog,pg_partitioned_table,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426485+00,2021-04-25 00:00:28.516434+00,2021-04-21 16:18:18.668586+00,,1,2,1,0
3439,pg_toast,pg_toast_3381,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426743+00,2021-04-25 00:00:28.86085+00,,,1,2,0,0
4153,pg_toast,pg_toast_3118,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427477+00,2021-04-25 00:00:28.76319+00,,,1,2,0,0
2612,pg_catalog,pg_language,0,0,308,308,0,0,0,0,4,0,0,0,2021-04-21 16:18:32.426839+00,2021-04-25 00:00:28.104602+00,2021-04-21 16:18:18.675733+00,,1,2,1,0
3466,pg_catalog,pg_event_trigger,0,0,5,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426266+00,2021-04-25 00:00:28.176067+00,2021-04-21 16:18:18.668582+00,,1,2,1,0
2620,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427463+00,2021-04-25 00:00:28.164889+00,2021-04-21 16:18:18.668837+00,,1,2,1,0
16427,public,orders,7,180000000,175091154,169865568,144286823,83331382,0,68580417,144025977,7958557,23024231,19099859,2021-04-21 16:18:40.891567+00,2021-04-24 23:30:46.099894+00,2021-04-21 16:18:18.990897+00,2021-04-24 23:43:10.366523+00,1,2,1,9
4185,pg_toast,pg_toast_1213,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426369+00,2021-04-25 00:00:28.999361+00,,,3,4,0,0
4175,pg_toast,pg_toast_1260,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426399+00,2021-04-25 00:00:28.924711+00,,,3,4,0,0
16424,public,order_line,4,1199927054,96575621,2549925552,1442845898,833326835,0,585550263,792024137,37479655,1441714571,73472485,2021-04-21 16:33:10.972687+00,2021-04-24 23:49:13.708913+00,2021-04-21 16:18:25.176022+00,2021-04-24 22:08:24.826551+00,1,1,1,3
6102,pg_catalog,pg_subscription_rel,1,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426348+00,2021-04-25 00:00:28.583191+00,2021-04-21 16:18:18.667569+00,,1,2,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.428176+00,2021-04-25 00:00:28.892842+00,,,1,2,0,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426282+00,2021-04-25 00:00:28.978065+00,,,3,4,0,0
2618,pg_catalog,pg_rewrite,0,0,19,16,2,0,1,0,131,0,0,0,2021-04-21 16:18:32.426009+00,2021-04-25 00:00:28.153241+00,2021-04-21 16:18:18.669544+00,,1,2,1,0
4149,pg_toast,pg_toast_2328,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427454+00,2021-04-25 00:00:28.741808+00,,,1,2,0,0
6100,pg_catalog,pg_subscription,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425671+00,2021-04-25 00:00:27.927535+00,2021-04-21 16:18:18.668171+00,,3,4,3,0
2608,pg_catalog,pg_depend,0,0,768,754,138,0,19,0,7675,0,42,0,2021-04-21 16:18:32.432099+00,2021-04-25 00:00:28.251915+00,2021-04-21 16:18:18.675644+00,,1,2,1,0
1260,pg_catalog,pg_authid,746,2510,5312409,5312407,1,0,0,0,10,0,0,0,2021-04-21 16:18:32.425624+00,2021-04-25 00:00:27.883348+00,2021-04-21 16:18:18.674777+00,,3,4,3,0
16433,public,warehouse,2,4000,168587382,168587381,2000,84300254,0,83908143,1608,0,9,0,2021-04-21 16:18:32.427667+00,2021-04-25 00:00:29.338269+00,2021-04-21 16:18:18.674705+00,2021-04-25 00:00:27.844516+00,1,318,1,307
