oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1892720640,60000000,1440000000,76.08,0,0,0,186822380,9.87
16438,customer_i2,i,3597950976,60000000,2850366152,79.22,0,0,0,442329564,12.29
16440,district_i1,i,2433024,20000,320000,13.15,0,0,0,1997780,82.11
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1236566016,18958740,455009760,36.8,3401809,81643416,6.6,598519616,48.4
16446,order_line_i1,i,59744690176,1526747670,37732216976,63.16,2081335,49952040,0.08,14960994648,25.04
16448,orders_i1,i,5558501376,144986654,3490604800,62.8,0,0,0,1410950340,25.38
16450,orders_i2,i,5710569472,145644717,3495869304,61.22,0,0,0,1554194624,27.22
16452,stock_i1,i,4946477056,200421384,3206743096,64.83,851886,13630248,0.28,864931740,17.49
16454,warehouse_i1,i,212992,2000,32000,15.02,0,0,0,155092,72.82
16406,customer,r,41336348672,60000000,35238553407,85.25,3753956,2234773477,5.41,3162867880,7.65
16412,district,r,77815808,20000,2285777,2.94,0,0,0,72204144,92.79
16415,history,r,11431903232,144300270,10302507742,90.12,0,0,0,46122884,0.4
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1527365632,18955440,644484960,42.2,2739838,93154492,6.1,512527616,33.56
16424,order_line,r,153558564864,1442846194,123310460648,80.3,91656792,7877560790,5.13,9092410776,5.92
16427,orders,r,9272442880,144286842,7465004904,80.51,369613,18480650,0.2,255459912,2.76
16430,stock,r,75356536832,200000000,66181713386,87.82,6673755,2207138658,2.93,4924030964,6.53
16433,warehouse,r,9043968,2000,217473,2.4,0,0,0,8447564,93.41
