oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1892663296,60272884,1446549624,76.43,115572,2773776,0.15,175888276,9.29
16438,customer_i2,i,3494813696,60245706,2862052304,81.89,123956,5894496,0.17,321357936,9.2
16424,district_i1,i,1056768,20000,320000,30.28,0,0,0,632276,59.83
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,838336512,18055655,433335720,51.69,803914,19293936,2.3,301366688,35.95
16430,order_line_i1,i,60734251008,1533849004,37188902288,61.23,1447849,34748376,0.06,16462129600,27.11
16432,orders_i1,i,5223686144,152711098,3684579064,70.54,0,0,0,854370716,16.36
16439,orders_i2,i,5918695424,153808219,3693252888,62.4,3170,76080,0,1528744744,25.83
16434,stock_i1,i,4492353536,200352044,3205632704,71.36,159044,2544704,0.06,431315732,9.6
16436,warehouse_i1,i,106496,2000,32000,30.05,0,0,0,49428,46.41
16392,customer,r,39279583232,60000000,35076169882,89.3,690665,412231853,1.05,3154766640,8.03
16398,district,r,25796608,20000,2284138,8.85,0,0,0,22407024,86.86
16401,history,r,11888599040,150626214,10711836076,90.1,0,0,0,48128304,0.4
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,994181120,18054668,613858712,61.75,764733,26000922,2.62,147626200,14.85
16410,order_line,r,154676215808,1506040358,128742840856,83.23,22919655,1969910024,1.27,10346802792,6.69
16413,orders,r,9515827200,150606683,7795438180,81.92,398883,19947266,0.21,78144852,0.82
16416,stock,r,71022125056,200000000,66181569810,93.18,1806548,598172469,0.84,2422870836,3.41
16419,warehouse,r,1835008,2000,216174,11.78,0,0,0,1537608,83.79
