oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2235375616,41827,1367,271505,0,0,76.3,15.33
16442,customer_i2,4,3,4058300416,16948,3819,491578,0,0,77.69,13.88
16444,district_i1,4,2,10608640,412,6,1288,0,0,4.1,50.54
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1014865920,42442,531,89625,0,33728,85.66,12.78
16450,order_line_i1,4,3,52502175744,41827,38130,6370826,0,0,77.33,22.7
16452,orders_i1,4,3,5130076160,41827,3214,623015,0,0,72.29,20.95
16454,orders_i2,4,3,5027258368,41827,3107,610571,0,0,74.2,35.42
16456,stock_i1,4,3,5464866816,81517,2393,664704,0,0,74.12,17.79
16458,warehouse_i1,4,1,1245184,3,1,150,0,0,3.56,51.33
