oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2123513856,41827,1218,257999,0,0,80.27,10.9
16442,customer_i2,4,3,3938656256,16948,3673,477119,0,0,80.03,11.27
16444,district_i1,4,2,13664256,412,7,1660,0,0,3.25,50.06
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1152524288,42442,634,86460,0,53594,85.23,12.41
16450,order_line_i1,4,3,53175631872,41827,38772,6452393,0,0,76.21,21.82
16452,orders_i1,4,3,5192450048,41827,3227,630616,0,0,73.12,20.14
16454,orders_i2,4,3,5095219200,41827,3171,618803,0,0,74.94,35.83
16456,stock_i1,4,3,5510725632,81517,2407,670288,0,0,73.51,18.48
16458,warehouse_i1,4,1,1204224,3,1,145,0,0,3.68,50.34
