oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1892573184,60240939,1445782536,76.39,82085,1970040,0.1,177631508,9.39
16438,customer_i2,i,3514769408,60270386,2863247112,81.46,48911,2324224,0.07,343640704,9.78
16440,district_i1,i,1548288,20000,320000,20.67,0,0,0,1119956,72.34
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,864428032,18303604,439286496,50.82,3241304,77791296,9,251040308,29.04
16446,order_line_i1,i,64395558912,1594434414,39190358448,60.86,1572739,37745736,0.06,17822424056,27.68
16448,orders_i1,i,5600960512,155299661,3752853736,67,0,0,0,1150657736,20.54
16450,orders_i2,i,5998469120,156781749,3764634424,62.76,3869,92856,0,1524402592,25.41
16452,stock_i1,i,4891918336,200067327,3201088816,65.44,109729,1756544,0.04,832825900,17.02
16454,warehouse_i1,i,204800,2000,32000,15.62,0,0,0,146964,71.76
16406,customer,r,40599592960,60000000,35210781408,86.73,2170811,1308539262,3.22,3407576148,8.39
16412,district,r,40771584,20000,2287321,5.61,154,18299,0.04,36703296,90.02
16415,history,r,12166807552,153580121,10957378194,90.06,0,0,0,49030284,0.4
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1017896960,18299298,622176132,61.12,2659822,90433948,8.88,82065708,8.06
16424,order_line,r,164416626688,1535598307,131283059730,79.85,74701366,6420263198,3.9,12460328512,7.58
16427,orders,r,9716572160,153567339,7948903032,81.81,631997,31599850,0.33,90012980,0.93
16430,stock,r,73568272384,200000000,66181713386,89.96,3114131,1029983784,1.4,4408740152,5.99
16433,warehouse,r,18702336,2000,217117,1.16,57,6076,0.03,17719264,94.74
