relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,530,0,0,0,0,0,6,0,0,2020-11-09 19:12:33.317436+00,2020-11-09 20:58:24.963049+00,2020-11-09 19:12:20.797864+00,,1,1,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-09 19:12:33.315867+00,2020-11-09 20:58:24.70971+00,2020-11-09 19:12:20.797118+00,,1,1,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-09 19:12:33.320458+00,2020-11-09 20:58:24.761337+00,2020-11-09 19:12:20.797141+00,,1,1,1,0
1213,pg_catalog,pg_tablespace,222,443,3180,2336,0,0,0,0,2,0,0,2020-11-09 19:12:33.293781+00,2020-11-09 20:58:38.978962+00,2020-11-09 19:12:20.795112+00,,3,3,3,0
1259,pg_catalog,pg_class,1937,597791,2317252,2318465,22,14,0,14,408,0,0,2020-11-09 19:12:33.278653+00,2020-11-09 20:58:24.198945+00,2020-11-09 19:12:20.788547+00,,1,1,1,0
2617,pg_catalog,pg_operator,0,0,36609,138256,0,0,0,0,778,0,0,2020-11-09 19:12:33.277927+00,2020-11-09 20:58:24.270384+00,2020-11-09 19:12:20.787481+00,,1,1,1,0
2603,pg_catalog,pg_amproc,24,60,10570,17659,0,0,0,0,449,0,0,2020-11-09 19:12:33.283274+00,2020-11-09 20:58:24.349969+00,2020-11-09 19:12:20.791383+00,,1,1,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.32603+00,2020-11-09 20:58:25.486151+00,,,1,1,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4557,0,1,2020-11-09 19:12:33.253082+00,2020-11-09 20:58:24.481547+00,2020-11-09 19:12:20.784938+00,,1,1,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328523+00,2020-11-09 20:58:24.239819+00,2020-11-09 19:12:20.798998+00,,1,1,1,0
16428,public,stock,4,400000000,2585652176,2583034428,200000000,646114614,0,629694577,199954875,26495575,246998230,2020-11-09 19:29:46.056699+00,,2020-11-09 19:12:21.348261+00,2020-11-09 20:53:38.202533+00,1,0,1,15
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.325265+00,2020-11-09 20:58:25.237073+00,,,1,1,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,2020-11-09 19:12:33.289523+00,2020-11-09 20:58:25.132018+00,2020-11-09 19:12:20.794539+00,,1,1,1,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.348886+00,2020-11-09 20:58:24.135973+00,2020-11-09 19:12:20.798922+00,,1,1,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.323139+00,2020-11-09 20:58:25.040559+00,2020-11-09 19:12:20.798248+00,,1,1,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.324324+00,2020-11-09 20:58:39.027436+00,2020-11-09 19:12:20.798442+00,,3,3,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.325747+00,2020-11-09 20:58:25.263305+00,,,1,1,0,0
2619,pg_catalog,pg_statistic,2,912,3322017,3330245,92,7051,0,6176,502,70,7143,2020-11-09 19:12:33.28242+00,2020-11-09 21:45:57.478324+00,,,1,6,0,0
