oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,2004754432,60574629,1453792232,72.52,39003,936184,0.05,280641092,14
16438,customer_i2,i,3931570176,60586822,2878397960,73.21,16913,805384,0.02,738389416,18.78
16440,district_i1,i,11591680,20000,320000,2.76,0,0,0,11036116,95.21
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,1166884864,19045637,457095288,39.17,2010017,48240408,4.13,565820756,48.49
16446,order_line_i1,i,46747688960,1192789055,29589323064,63.3,10232027,245568648,0.53,11419165048,24.43
16448,orders_i1,i,4460593152,111738570,2681747712,60.12,0,0,0,1270619076,28.49
16450,orders_i2,i,4541186048,111739929,2681758584,59.05,0,0,0,1350116104,29.73
16452,stock_i1,i,5446156288,200010795,3200216632,58.76,928429,14860232,0.27,1365421684,25.07
16454,warehouse_i1,i,1335296,2000,32000,2.4,0,0,0,1268628,95.01
16406,customer,r,42247471104,60000000,35153421506,83.21,4012728,2374103865,5.62,3992707948,9.45
16412,district,r,61407232,20000,2288657,3.73,0,0,0,56483172,91.98
16415,history,r,8884789248,111719086,7997275230,90.01,0,0,0,38641560,0.43
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1375584256,19034427,647170518,47.05,1382586,47007924,3.42,421968568,30.68
16424,order_line,r,124156166144,1117332352,95330815352,76.78,50752366,4361958106,3.51,14458209536,11.65
16427,orders,r,7431110656,111731967,5771993430,77.67,81713,4085650,0.05,516603924,6.95
16430,stock,r,79705022464,200000000,66181713386,83.03,4919454,1631002154,2.05,9688599096,12.16
16433,warehouse,r,17416192,2000,218125,1.25,0,0,0,16482148,94.64
