oid,relname,relkind,size,size_pretty
16411,customer,r,42964213760,40 GB
16458,customer_i1,i,2266292224,2161 MB
16443,customer_i2,i,4126089216,3935 MB
16416,district,r,671129600,640 MB
16447,district_i1,i,19668992,19 MB
16419,history,r,10097606656,9630 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1154408448,1101 MB
16446,new_order_i1,i,1005174784,959 MB
16428,order_line,r,141018898432,131 GB
16442,order_line_i1,i,53882863616,50 GB
16431,orders,r,8111767552,7736 MB
16441,orders_i1,i,4956921856,4727 MB
16456,orders_i2,i,4937334784,4709 MB
16434,stock,r,81333469184,76 GB
16445,stock_i1,i,5475270656,5222 MB
16437,warehouse,r,320684032,306 MB
16440,warehouse_i1,i,2007040,1960 kB
