oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16447,customer_i1,4,3,2271789056,41827,1401,275916,0,0,75.09,16.68
16458,customer_i2,4,3,4129595392,16948,3848,500252,0,0,76.36,15.38
16441,district_i1,4,2,19136512,412,10,2325,0,0,2.4,49.12
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16440,new_order_i1,4,3,1019314176,42442,502,88454,0,35471,85.51,12.76
16443,order_line_i1,4,3,53998469120,41827,39442,6552167,0,0,71.59,25.43
16444,orders_i1,4,3,4972716032,41827,3081,603939,0,0,73.7,19.25
16456,orders_i2,4,3,4981219328,41827,3108,604950,0,0,73.81,35.4
16445,stock_i1,4,3,5499863040,81517,2413,668956,0,0,73.71,18.31
16442,warehouse_i1,4,1,1728512,3,1,206,0,3,2.68,50.49
