datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,172,2275,557,473,28,0,8,0,0,0,0,,,0,0,2020-12-06 18:24:44.73138+00
13434,postgres,0,9,0,112,1636,923,843,0,0,0,0,0,0,0,,,0,0,2020-12-06 18:24:44.731322+00
16385,tpcc,1,2608958,2,262962590,1223463734,3998423488,18135587,998086663,1463,476,0,295,254821023744,0,,,0,0,2020-12-06 18:24:45.23541+00
1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
13433,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
