oid,relname,relkind,size,size_pretty
16417,customer,r,43564105728,41 GB
16446,customer_i1,i,2110210048,2012 MB
16448,customer_i2,i,4040990720,3854 MB
16422,district,r,209731584,200 MB
16450,district_i1,i,10944512,10 MB
16425,history,r,9370025984,8936 MB
16428,item,r,10665984,10 MB
16452,item_i1,i,2260992,2208 kB
16431,new_order,r,1356775424,1294 MB
16454,new_order_i1,i,1106714624,1055 MB
16434,order_line,r,134375194624,125 GB
16456,order_line_i1,i,47886843904,45 GB
16437,orders,r,8147107840,7770 MB
16458,orders_i1,i,4723482624,4505 MB
16460,orders_i2,i,4995383296,4764 MB
16440,stock,r,82964938752,77 GB
16462,stock_i1,i,5480685568,5227 MB
16443,warehouse,r,13819904,13 MB
16464,warehouse_i1,i,1376256,1344 kB
