oid,relname,relkind,size,size_pretty
16411,customer,r,43205771264,40 GB
16443,customer_i1,i,2105622528,2008 MB
16458,customer_i2,i,3994574848,3810 MB
16416,district,r,287137792,274 MB
16441,district_i1,i,9068544,8856 kB
16419,history,r,8728133632,8324 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1246208000,1188 MB
16446,new_order_i1,i,1114972160,1063 MB
16428,order_line,r,125839761408,117 GB
16445,order_line_i1,i,45532184576,42 GB
16431,orders,r,7534821376,7186 MB
16442,orders_i1,i,4584292352,4372 MB
16456,orders_i2,i,4570169344,4358 MB
16434,stock,r,82462965760,77 GB
16447,stock_i1,i,5471035392,5218 MB
16437,warehouse,r,130785280,125 MB
16440,warehouse_i1,i,737280,720 kB
