oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,2227109888,62222247,1517543320,68.14,2123092,55820728,2.51,365865416,16.43
16452,customer_i2,i,4190437376,61177189,2907116296,69.38,94513,4508992,0.11,957741988,22.86
16439,district_i1,i,13172736,20011,320176,2.43,0,0,0,12604600,95.69
16435,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16441,new_order_i1,i,1176043520,19109874,458636976,39,437727,10505448,0.89,618126352,52.56
16434,order_line_i1,i,49492197376,1263403881,31471860984,63.59,2376391,57033384,0.12,12175987852,24.6
16438,orders_i1,i,4702568448,117070657,2814896792,59.86,0,0,0,1355096936,28.82
16450,orders_i2,i,4801191936,117385385,2817414616,58.68,0,0,0,1447812904,30.16
16436,stock_i1,i,5472387072,200000885,3200014176,58.48,1777,28432,0,1410073612,25.77
16437,warehouse_i1,i,1212416,2000,32000,2.64,0,0,0,1146828,94.59
16405,customer,r,43289100288,60000000,35175444919,81.26,5206478,3081895044,7.12,4282205512,9.89
16410,district,r,145227776,20000,2288737,1.58,198,22909,0.02,136962248,94.31
16413,history,r,9272172544,116743992,8347889395,90.03,0,0,0,37907784,0.41
16416,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16419,new_order,r,1042219008,19084704,648879936,62.26,419123,14250182,1.37,154728296,14.85
16422,order_line,r,131678339072,1167478895,99641145616,75.67,108570515,9331249678,7.09,12057880072,9.16
16425,orders,r,7825170432,116752404,6032955600,77.1,265869,13293450,0.17,582213668,7.44
16428,stock,r,82728361984,200000000,66181713386,80,6898628,2285644755,2.76,11969616204,14.47
16431,warehouse,r,21987328,2000,218141,0.99,0,0,0,20862472,94.88
