oid,relname,relkind,size,size_pretty
16411,customer,r,43756830720,41 GB
16458,customer_i1,i,2263556096,2159 MB
16445,customer_i2,i,4115259392,3925 MB
16416,district,r,789020672,752 MB
16447,district_i1,i,16900096,16 MB
16419,history,r,9508683776,9068 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1188659200,1134 MB
16443,new_order_i1,i,1008607232,962 MB
16428,order_line,r,128444907520,120 GB
16441,order_line_i1,i,47911567360,45 GB
16431,orders,r,7923916800,7557 MB
16456,orders_i1,i,4616724480,4403 MB
16446,orders_i2,i,4810883072,4588 MB
16434,stock,r,84186939392,78 GB
16442,stock_i1,i,5484322816,5230 MB
16437,warehouse,r,378880000,361 MB
16444,warehouse_i1,i,1482752,1448 kB
