relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,9,0,0,0,0,0,6,0,0,2020-11-09 09:25:36.899711+00,,2020-11-09 09:25:35.235865+00,,1,0,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-09 09:25:36.900239+00,,2020-11-09 09:25:35.237995+00,,1,0,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-09 09:25:36.894819+00,,2020-11-09 09:25:35.236714+00,,1,0,1,0
1213,pg_catalog,pg_tablespace,57,113,694,482,0,0,0,0,2,0,0,2020-11-09 09:25:36.895192+00,,2020-11-09 09:25:35.2373+00,,3,0,3,0
1259,pg_catalog,pg_class,349,116214,9662,8949,22,14,0,14,417,0,0,2020-11-09 09:25:36.847085+00,,2020-11-09 09:25:35.22704+00,,1,0,1,0
2617,pg_catalog,pg_operator,0,0,2241,5054,0,0,0,0,778,0,0,2020-11-09 09:25:36.847605+00,,2020-11-09 09:25:35.226145+00,,1,0,1,0
2603,pg_catalog,pg_amproc,8,20,975,1745,0,0,0,0,449,0,0,2020-11-09 09:25:36.869541+00,,2020-11-09 09:25:35.231859+00,,1,0,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.90544+00,,,,1,0,0,0
2609,pg_catalog,pg_description,0,0,6,2,3,2,0,2,4647,0,0,2020-11-09 09:25:36.841749+00,,2020-11-09 09:25:35.223298+00,,1,0,1,0
13305,pg_toast,pg_toast_13303,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.898705+00,,,,1,0,0,0
