oid,relname,relkind,size,size_pretty
16411,customer,r,43019485184,40 GB
16443,customer_i1,i,2276163584,2171 MB
16458,customer_i2,i,4141416448,3950 MB
16416,district,r,90333184,86 MB
16447,district_i1,i,19390464,18 MB
16419,history,r,10119340032,9651 MB
16422,item,r,10665984,10 MB
16445,item_i1,i,2260992,2208 kB
16425,new_order,r,1033224192,985 MB
16442,new_order_i1,i,1000620032,954 MB
16428,order_line,r,137781731328,128 GB
16446,order_line_i1,i,54064422912,50 GB
16431,orders,r,8145534976,7768 MB
16444,orders_i1,i,4995579904,4764 MB
16456,orders_i2,i,4955602944,4726 MB
16434,stock,r,81460707328,76 GB
16441,stock_i1,i,5479923712,5226 MB
16437,warehouse,r,22757376,22 MB
16440,warehouse_i1,i,1802240,1760 kB
