oid,relname,relkind,size,size_pretty
16411,customer,r,43318263808,40 GB
16444,customer_i1,i,2272198656,2167 MB
16458,customer_i2,i,4196794368,4002 MB
16416,district,r,133144576,127 MB
16447,district_i1,i,10575872,10 MB
16419,history,r,9216884736,8790 MB
16422,item,r,10665984,10 MB
16442,item_i1,i,2260992,2208 kB
16425,new_order,r,1176313856,1122 MB
16441,new_order_i1,i,1048559616,1000 MB
16428,order_line,r,131759038464,123 GB
16440,order_line_i1,i,49649893376,46 GB
16431,orders,r,7888609280,7523 MB
16456,orders_i1,i,4809498624,4587 MB
16445,orders_i2,i,4839038976,4615 MB
16434,stock,r,82721136640,77 GB
16446,stock_i1,i,5486911488,5233 MB
16437,warehouse,r,18767872,18 MB
16443,warehouse_i1,i,843776,824 kB
