oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892573184,60796292,1459111280,77.1,344344,8264256,0.44,154738100,8.18
17009,customer_i2,i,3494789120,60715260,2884329808,82.53,394649,18765792,0.54,283247904,8.1
16994,district_i1,i,1818624,20000,320000,17.6,0,0,0,1388180,76.33
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,890585088,18126486,435035664,48.85,1654063,39697512,4.46,327435944,36.77
17000,order_line_i1,i,76095774720,1900319480,46876676824,61.6,4552817,109268504,0.14,20347053520,26.74
17002,orders_i1,i,6568206336,180446505,4338432176,66.05,0,0,0,1418903480,21.6
17008,orders_i2,i,7193681920,180923087,4342245000,60.36,1,24,0,2029498492,28.21
17004,stock_i1,i,4492615680,201237623,3219801968,71.67,636710,10187360,0.23,404310928,9
17006,warehouse_i1,i,270336,2000,32000,11.84,0,0,0,211988,78.42
16928,customer,r,40198856704,60000000,35197577856,87.56,1324352,791980156,1.97,3536745320,8.8
16934,district,r,59342848,20000,2288559,3.86,0,0,0,54527300,91.89
16937,history,r,14226759680,180146478,12821781406,90.12,0,0,0,56962964,0.4
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1017856000,18117982,616011388,60.52,1536046,52225564,5.13,133412228,13.11
16946,order_line,r,186248331264,1801446280,154134336930,82.76,69496990,5973200522,3.21,9566516384,5.14
16949,orders,r,11450695680,180144079,9331256144,81.49,146141,7308624,0.06,145007852,1.27
16952,stock,r,72529174528,200000000,66181729614,91.25,5331567,1764859758,2.43,2655210188,3.66
16955,warehouse,r,46014464,2000,217274,0.47,0,0,0,43961976,95.54
