datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,78,2831,1445,540,16,0,0,0,0,0,0,,,0,0,2020-11-24 21:03:22.161953+00
13434,postgres,0,364,0,732,26843,66943,14930,12,402,12,0,0,0,0,,,0,0,2020-11-24 21:03:22.161933+00
16385,tpcc,1,692,2,69696232,65368455,1058183661,19565,998102326,459,54,0,64,29494247424,0,,,0,0,2020-11-24 21:03:22.613113+00
1,template1,0,348,0,768,24926,65761,13833,12,402,12,0,0,0,0,,,0,0,2020-11-24 21:45:32.481039+00
13433,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,
