oid,relname,relkind,size,size_pretty
16411,customer,r,43683946496,41 GB
16442,customer_i1,i,2254684160,2150 MB
16458,customer_i2,i,4089430016,3900 MB
16416,district,r,733634560,700 MB
16447,district_i1,i,15024128,14 MB
16419,history,r,9868722176,9412 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1167884288,1114 MB
16445,new_order_i1,i,1037541376,989 MB
16428,order_line,r,139677065216,130 GB
16446,order_line_i1,i,49775755264,46 GB
16431,orders,r,8202362880,7822 MB
16443,orders_i1,i,4826849280,4603 MB
16456,orders_i2,i,5057085440,4823 MB
16434,stock,r,83826860032,78 GB
16444,stock_i1,i,5491482624,5237 MB
16437,warehouse,r,22675456,22 MB
16441,warehouse_i1,i,1597440,1560 kB
