oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,1903861760,62408451,1500321912,78.8,1561152,37720696,1.98,83945048,4.41
16456,customer_i2,i,3496099840,62281657,2967571576,84.88,1518895,72657808,2.08,136653992,3.91
16442,district_i1,i,6758400,20000,320000,4.73,0,0,0,6264980,92.7
16444,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16446,new_order_i1,i,1068138496,18403966,441695184,41.35,6980,167520,0.02,542426156,50.78
16448,order_line_i1,i,48537976832,1253349144,30974283752,63.81,3138338,75330288,0.16,11752126800,24.21
16450,orders_i1,i,4732321792,118002395,2845055400,60.12,0,0,0,1350191448,28.53
16457,orders_i2,i,4805697536,118756451,2851088664,59.33,0,0,0,1413988920,29.42
16452,stock_i1,i,4681211904,204215489,3291636968,70.32,3811968,65231784,1.39,439531448,9.39
16454,warehouse_i1,i,663552,2000,32000,4.82,0,0,0,602132,90.74
16410,customer,r,42274807808,60000000,35187543530,83.24,3003617,1791995699,4.24,4571506368,10.81
16416,district,r,143990784,20000,2287997,1.59,0,0,0,135814604,94.32
16419,history,r,9262415872,116805638,8336296587,90,0,0,0,38809368,0.42
16422,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16425,new_order,r,1246593024,18267835,621106390,49.82,143024,4862816,0.39,386318508,30.99
16428,order_line,r,127991455744,1168241854,99706979488,77.9,68977768,5928464562,4.63,11754239600,9.18
16431,orders,r,7849500672,116821665,6038190910,76.92,1304698,65303822,0.83,525986940,6.7
16434,stock,r,77780713472,200000000,66181729614,85.09,13385119,4429849120,5.7,5006011904,6.44
16437,warehouse,r,69181440,2000,218102,0.32,0,0,0,66179524,95.66
